,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France
2015-06-04,4741,0,0.0,4741,0,0.0,4741,0,0.0,4741,1,0.0002109259649862898,4741,0,0.0,4741,0,0.0,4741,0,0.0,843.0,0.0,0.0,843.0,0.0,0.0,843.0,0.0,0.0,843.0,0.0,0.0,843.0,0.0,0.0,843.0,0.0,0.0,843.0,0.0,0.0,1431.0,0.0,0.0,1431.0,0.0,0.0,1431.0,0.0,0.0,1431.0,0.0,0.0,1431.0,0.0,0.0,1431.0,0.0,0.0,1431.0,0.0,0.0,3334.0,0.0,0.0,3334.0,0.0,0.0,3334.0,0.0,0.0,3334.0,0.0,0.0,3334.0,0.0,0.0,3334.0,0.0,0.0,3334.0,0.0,0.0,4909,0,0.0,4909,0,0.0,4909,0,0.0,4909,1,0.00020370747606437156,4909,0,0.0,4909,0,0.0,4909,0,0.0,5495,0,0.0,5495,2,0.0003639672429481347,5495,0,0.0,5495,2,0.0003639672429481347,5495,0,0.0,5495,0,0.0,5495,0,0.0
2015-06-05,5779,0,0.0,5779,0,0.0,5779,0,0.0,5779,1,0.00017304031839418584,5779,0,0.0,5779,0,0.0,5779,0,0.0,1206.0,0.0,0.0,1206.0,0.0,0.0,1206.0,0.0,0.0,1206.0,0.0,0.0,1206.0,0.0,0.0,1206.0,0.0,0.0,1206.0,0.0,0.0,1270.0,0.0,0.0,1270.0,0.0,0.0,1270.0,0.0,0.0,1270.0,0.0,0.0,1270.0,0.0,0.0,1270.0,0.0,0.0,1270.0,0.0,0.0,3293.0,0.0,0.0,3293.0,0.0,0.0,3293.0,0.0,0.0,3293.0,0.0,0.0,3293.0,0.0,0.0,3293.0,0.0,0.0,3293.0,0.0,0.0,5261,0,0.0,5261,0,0.0,5261,0,0.0,5261,1,0.00019007793195210037,5261,0,0.0,5261,0,0.0,5261,0,0.0,5274,0,0.0,5274,0,0.0,5274,0,0.0,5274,0,0.0,5274,0,0.0,5274,0,0.0,5274,0,0.0
2015-06-06,3113,0,0.0,3113,0,0.0,3113,0,0.0,3113,0,0.0,3113,0,0.0,3113,0,0.0,3113,0,0.0,788.0,0.0,0.0,788.0,0.0,0.0,788.0,0.0,0.0,788.0,0.0,0.0,788.0,0.0,0.0,788.0,0.0,0.0,788.0,0.0,0.0,559.0,0.0,0.0,559.0,0.0,0.0,559.0,0.0,0.0,559.0,0.0,0.0,559.0,0.0,0.0,559.0,0.0,0.0,559.0,0.0,0.0,2238.0,0.0,0.0,2238.0,0.0,0.0,2238.0,0.0,0.0,2238.0,0.0,0.0,2238.0,0.0,0.0,2238.0,0.0,0.0,2238.0,0.0,0.0,3757,0,0.0,3757,0,0.0,3757,0,0.0,3757,3,0.0007985094490284802,3757,0,0.0,3757,0,0.0,3757,0,0.0,3560,0,0.0,3560,0,0.0,3560,0,0.0,3560,0,0.0,3560,0,0.0,3560,0,0.0,3560,0,0.0
2015-06-07,3622,0,0.0,3622,0,0.0,3622,0,0.0,3622,1,0.0002760905577029266,3622,0,0.0,3622,0,0.0,3622,0,0.0,869.0,0.0,0.0,869.0,0.0,0.0,869.0,0.0,0.0,869.0,0.0,0.0,869.0,0.0,0.0,869.0,0.0,0.0,869.0,0.0,0.0,642.0,0.0,0.0,642.0,0.0,0.0,642.0,0.0,0.0,642.0,0.0,0.0,642.0,0.0,0.0,642.0,0.0,0.0,642.0,0.0,0.0,2051.0,0.0,0.0,2051.0,0.0,0.0,2051.0,0.0,0.0,2051.0,0.0,0.0,2051.0,0.0,0.0,2051.0,0.0,0.0,2051.0,0.0,0.0,3347,0,0.0,3347,0,0.0,3347,0,0.0,3347,1,0.00029877502240812666,3347,0,0.0,3347,0,0.0,3347,0,0.0,3393,0,0.0,3393,0,0.0,3393,0,0.0,3393,0,0.0,3393,0,0.0,3393,0,0.0,3393,0,0.0
2015-06-08,6056,0,0.0,6056,0,0.0,6056,0,0.0,6056,0,0.0,6056,0,0.0,6056,0,0.0,6056,0,0.0,1495.0,0.0,0.0,1495.0,0.0,0.0,1495.0,0.0,0.0,1495.0,0.0,0.0,1495.0,0.0,0.0,1495.0,0.0,0.0,1495.0,0.0,0.0,1091.0,0.0,0.0,1091.0,0.0,0.0,1091.0,0.0,0.0,1091.0,0.0,0.0,1091.0,0.0,0.0,1091.0,0.0,0.0,1091.0,0.0,0.0,3235.0,0.0,0.0,3235.0,0.0,0.0,3235.0,0.0,0.0,3235.0,0.0,0.0,3235.0,0.0,0.0,3235.0,0.0,0.0,3235.0,0.0,0.0,4922,0,0.0,4922,0,0.0,4922,0,0.0,4922,1,0.0002031694433157253,4922,0,0.0,4922,0,0.0,4922,0,0.0,4897,0,0.0,4897,0,0.0,4897,0,0.0,4897,0,0.0,4897,0,0.0,4897,0,0.0,4897,0,0.0
2015-06-09,6199,0,0.0,6199,0,0.0,6199,0,0.0,6199,1,0.00016131634134537829,6199,0,0.0,6199,0,0.0,6199,0,0.0,1316.0,2.0,0.001519756838905775,1316.0,0.0,0.0,1316.0,1.0,0.0007598784194528875,1316.0,1.0,0.0007598784194528875,1316.0,0.0,0.0,1316.0,2.0,0.001519756838905775,1316.0,0.0,0.0,1063.0,0.0,0.0,1063.0,0.0,0.0,1063.0,0.0,0.0,1063.0,0.0,0.0,1063.0,0.0,0.0,1063.0,0.0,0.0,1063.0,0.0,0.0,3461.0,1.0,0.0002889338341519792,3461.0,0.0,0.0,3461.0,0.0,0.0,3461.0,0.0,0.0,3461.0,0.0,0.0,3461.0,0.0,0.0,3461.0,0.0,0.0,5738,0,0.0,5738,0,0.0,5738,0,0.0,5738,0,0.0,5738,0,0.0,5738,0,0.0,5738,0,0.0,5373,0,0.0,5373,1,0.00018611576400521124,5373,0,0.0,5373,0,0.0,5373,0,0.0,5373,0,0.0,5373,0,0.0
2015-06-10,6756,0,0.0,6756,0,0.0,6756,1,0.00014801657785671994,6756,1,0.00014801657785671994,6756,0,0.0,6756,0,0.0,6756,2,0.0002960331557134399,1379.0,1.0,0.0007251631617113851,1379.0,0.0,0.0,1379.0,0.0,0.0,1379.0,0.0,0.0,1379.0,0.0,0.0,1379.0,1.0,0.0007251631617113851,1379.0,0.0,0.0,1259.0,0.0,0.0,1259.0,0.0,0.0,1259.0,0.0,0.0,1259.0,0.0,0.0,1259.0,0.0,0.0,1259.0,0.0,0.0,1259.0,0.0,0.0,3371.0,1.0,0.0002966478789676654,3371.0,0.0,0.0,3371.0,0.0,0.0,3371.0,0.0,0.0,3371.0,0.0,0.0,3371.0,0.0,0.0,3371.0,0.0,0.0,5921,0,0.0,5921,0,0.0,5921,0,0.0,5921,0,0.0,5921,0,0.0,5921,0,0.0,5921,0,0.0,5301,1,0.00018864365214110544,5301,3,0.0005659309564233164,5301,0,0.0,5301,3,0.0005659309564233164,5301,0,0.0,5301,0,0.0,5301,1,0.00018864365214110544
2015-06-11,6497,1,0.00015391719255040788,6497,1,0.00015391719255040788,6497,1,0.00015391719255040788,6497,0,0.0,6497,0,0.0,6497,0,0.0,6497,0,0.0,1479.0,0.0,0.0,1479.0,0.0,0.0,1479.0,4.0,0.002704530087897228,1479.0,3.0,0.002028397565922921,1479.0,0.0,0.0,1479.0,3.0,0.002028397565922921,1479.0,0.0,0.0,1276.0,0.0,0.0,1276.0,0.0,0.0,1276.0,0.0,0.0,1276.0,0.0,0.0,1276.0,0.0,0.0,1276.0,0.0,0.0,1276.0,0.0,0.0,3456.0,0.0,0.0,3456.0,0.0,0.0,3456.0,0.0,0.0,3456.0,0.0,0.0,3456.0,0.0,0.0,3456.0,0.0,0.0,3456.0,0.0,0.0,5653,0,0.0,5653,0,0.0,5653,0,0.0,5653,1,0.0001768972227136034,5653,0,0.0,5653,0,0.0,5653,0,0.0,5139,0,0.0,5139,0,0.0,5139,0,0.0,5139,0,0.0,5139,0,0.0,5139,0,0.0,5139,0,0.0
2015-06-12,5643,0,0.0,5643,0,0.0,5643,0,0.0,5643,0,0.0,5643,0,0.0,5643,0,0.0,5643,0,0.0,1220.0,0.0,0.0,1220.0,0.0,0.0,1220.0,0.0,0.0,1220.0,0.0,0.0,1220.0,0.0,0.0,1220.0,0.0,0.0,1220.0,2.0,0.001639344262295082,1149.0,0.0,0.0,1149.0,0.0,0.0,1149.0,0.0,0.0,1149.0,0.0,0.0,1149.0,0.0,0.0,1149.0,0.0,0.0,1149.0,0.0,0.0,3266.0,0.0,0.0,3266.0,0.0,0.0,3266.0,0.0,0.0,3266.0,0.0,0.0,3266.0,0.0,0.0,3266.0,0.0,0.0,3266.0,0.0,0.0,5345,0,0.0,5345,0,0.0,5345,0,0.0,5345,1,0.00018709073900841907,5345,0,0.0,5345,0,0.0,5345,0,0.0,5460,1,0.00018315018315018315,5460,2,0.0003663003663003663,5460,0,0.0,5460,1,0.00018315018315018315,5460,0,0.0,5460,0,0.0,5460,0,0.0
2015-06-13,2936,0,0.0,2936,0,0.0,2936,0,0.0,2936,0,0.0,2936,0,0.0,2936,0,0.0,2936,0,0.0,859.0,1.0,0.0011641443538998836,859.0,0.0,0.0,859.0,1.0,0.0011641443538998836,859.0,0.0,0.0,859.0,0.0,0.0,859.0,0.0,0.0,859.0,0.0,0.0,731.0,0.0,0.0,731.0,0.0,0.0,731.0,0.0,0.0,731.0,0.0,0.0,731.0,0.0,0.0,731.0,0.0,0.0,731.0,0.0,0.0,2311.0,0.0,0.0,2311.0,0.0,0.0,2311.0,0.0,0.0,2311.0,0.0,0.0,2311.0,0.0,0.0,2311.0,0.0,0.0,2311.0,0.0,0.0,4202,1,0.00023798191337458352,4202,1,0.00023798191337458352,4202,0,0.0,4202,2,0.00047596382674916705,4202,0,0.0,4202,0,0.0,4202,0,0.0,3602,0,0.0,3602,1,0.000277623542476402,3602,0,0.0,3602,1,0.000277623542476402,3602,0,0.0,3602,0,0.0,3602,0,0.0
2015-06-14,3440,0,0.0,3440,0,0.0,3440,0,0.0,3440,0,0.0,3440,0,0.0,3440,0,0.0,3440,0,0.0,875.0,0.0,0.0,875.0,0.0,0.0,875.0,0.0,0.0,875.0,0.0,0.0,875.0,0.0,0.0,875.0,0.0,0.0,875.0,0.0,0.0,783.0,0.0,0.0,783.0,0.0,0.0,783.0,0.0,0.0,783.0,0.0,0.0,783.0,0.0,0.0,783.0,0.0,0.0,783.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,3386,0,0.0,3386,0,0.0,3386,0,0.0,3386,1,0.00029533372711163615,3386,0,0.0,3386,0,0.0,3386,0,0.0,3334,0,0.0,3334,0,0.0,3334,0,0.0,3334,0,0.0,3334,0,0.0,3334,0,0.0,3334,0,0.0
2015-06-15,5968,0,0.0,5968,0,0.0,5968,0,0.0,5968,0,0.0,5968,0,0.0,5968,0,0.0,5968,0,0.0,1339.0,0.0,0.0,1339.0,0.0,0.0,1339.0,0.0,0.0,1339.0,0.0,0.0,1339.0,0.0,0.0,1339.0,0.0,0.0,1339.0,0.0,0.0,1067.0,0.0,0.0,1067.0,0.0,0.0,1067.0,0.0,0.0,1067.0,1.0,0.0009372071227741331,1067.0,0.0,0.0,1067.0,0.0,0.0,1067.0,0.0,0.0,3371.0,2.0,0.0005932957579353308,3371.0,0.0,0.0,3371.0,0.0,0.0,3371.0,1.0,0.0002966478789676654,3371.0,0.0,0.0,3371.0,0.0,0.0,3371.0,0.0,0.0,5056,0,0.0,5056,0,0.0,5056,0,0.0,5056,1,0.00019778481012658228,5056,0,0.0,5056,0,0.0,5056,0,0.0,4895,3,0.0006128702757916241,4895,2,0.00040858018386108274,4895,0,0.0,4895,3,0.0006128702757916241,4895,0,0.0,4895,0,0.0,4895,1,0.00020429009193054137
2015-06-16,6121,0,0.0,6121,1,0.00016337199803953602,6121,0,0.0,6121,1,0.00016337199803953602,6121,0,0.0,6121,0,0.0,6121,0,0.0,1375.0,0.0,0.0,1375.0,0.0,0.0,1375.0,0.0,0.0,1375.0,0.0,0.0,1375.0,0.0,0.0,1375.0,0.0,0.0,1375.0,0.0,0.0,1185.0,0.0,0.0,1185.0,0.0,0.0,1185.0,0.0,0.0,1185.0,0.0,0.0,1185.0,0.0,0.0,1185.0,0.0,0.0,1185.0,0.0,0.0,3669.0,1.0,0.0002725538293813028,3669.0,0.0,0.0,3669.0,0.0,0.0,3669.0,0.0,0.0,3669.0,0.0,0.0,3669.0,0.0,0.0,3669.0,0.0,0.0,5645,0,0.0,5645,0,0.0,5645,0,0.0,5645,6,0.0010628875110717448,5645,0,0.0,5645,0,0.0,5645,0,0.0,5285,1,0.0001892147587511826,5285,1,0.0001892147587511826,5285,0,0.0,5285,1,0.0001892147587511826,5285,0,0.0,5285,0,0.0,5285,0,0.0
2015-06-17,6835,1,0.0001463057790782736,6835,0,0.0,6835,0,0.0,6835,1,0.0001463057790782736,6835,0,0.0,6835,0,0.0,6835,0,0.0,1364.0,0.0,0.0,1364.0,0.0,0.0,1364.0,0.0,0.0,1364.0,0.0,0.0,1364.0,0.0,0.0,1364.0,0.0,0.0,1364.0,0.0,0.0,1233.0,0.0,0.0,1233.0,0.0,0.0,1233.0,0.0,0.0,1233.0,1.0,0.0008110300081103001,1233.0,0.0,0.0,1233.0,0.0,0.0,1233.0,0.0,0.0,3516.0,0.0,0.0,3516.0,0.0,0.0,3516.0,0.0,0.0,3516.0,0.0,0.0,3516.0,0.0,0.0,3516.0,0.0,0.0,3516.0,0.0,0.0,5563,0,0.0,5563,0,0.0,5563,0,0.0,5563,4,0.0007190364911019234,5563,0,0.0,5563,0,0.0,5563,0,0.0,5388,3,0.0005567928730512249,5388,4,0.0007423904974016332,5388,0,0.0,5388,4,0.0007423904974016332,5388,0,0.0,5388,0,0.0,5388,0,0.0
2015-06-18,6383,1,0.00015666614444618518,6383,0,0.0,6383,0,0.0,6383,1,0.00015666614444618518,6383,0,0.0,6383,0,0.0,6383,0,0.0,1399.0,0.0,0.0,1399.0,0.0,0.0,1399.0,0.0,0.0,1399.0,0.0,0.0,1399.0,0.0,0.0,1399.0,0.0,0.0,1399.0,0.0,0.0,1064.0,0.0,0.0,1064.0,0.0,0.0,1064.0,0.0,0.0,1064.0,0.0,0.0,1064.0,0.0,0.0,1064.0,0.0,0.0,1064.0,0.0,0.0,3623.0,0.0,0.0,3623.0,0.0,0.0,3623.0,0.0,0.0,3623.0,0.0,0.0,3623.0,0.0,0.0,3623.0,0.0,0.0,3623.0,0.0,0.0,5766,0,0.0,5766,0,0.0,5766,0,0.0,5766,2,0.000346860908775581,5766,0,0.0,5766,0,0.0,5766,0,0.0,5541,6,0.0010828370330265296,5541,6,0.0010828370330265296,5541,0,0.0,5541,13,0.002346146904890814,5541,0,0.0,5541,1,0.00018047283883775492,5541,1,0.00018047283883775492
2015-06-19,6190,0,0.0,6190,0,0.0,6190,0,0.0,6190,2,0.00032310177705977385,6190,0,0.0,6190,0,0.0,6190,0,0.0,1319.0,0.0,0.0,1319.0,0.0,0.0,1319.0,0.0,0.0,1319.0,2.0,0.001516300227445034,1319.0,0.0,0.0,1319.0,0.0,0.0,1319.0,0.0,0.0,894.0,0.0,0.0,894.0,0.0,0.0,894.0,0.0,0.0,894.0,5.0,0.005592841163310962,894.0,0.0,0.0,894.0,0.0,0.0,894.0,0.0,0.0,3317.0,0.0,0.0,3317.0,0.0,0.0,3317.0,0.0,0.0,3317.0,1.0,0.00030147723846849563,3317.0,0.0,0.0,3317.0,0.0,0.0,3317.0,0.0,0.0,5529,0,0.0,5529,1,0.00018086453246518358,5529,0,0.0,5529,6,0.0010851871947911015,5529,0,0.0,5529,0,0.0,5529,0,0.0,5242,3,0.0005723006486074017,5242,3,0.0005723006486074017,5242,0,0.0,5242,3,0.0005723006486074017,5242,0,0.0,5242,0,0.0,5242,0,0.0
2015-06-20,3361,0,0.0,3361,0,0.0,3361,0,0.0,3361,1,0.0002975304968759298,3361,0,0.0,3361,0,0.0,3361,0,0.0,739.0,0.0,0.0,739.0,0.0,0.0,739.0,0.0,0.0,739.0,0.0,0.0,739.0,0.0,0.0,739.0,0.0,0.0,739.0,0.0,0.0,543.0,0.0,0.0,543.0,0.0,0.0,543.0,0.0,0.0,543.0,1.0,0.001841620626151013,543.0,0.0,0.0,543.0,0.0,0.0,543.0,0.0,0.0,2254.0,1.0,0.00044365572315882877,2254.0,0.0,0.0,2254.0,0.0,0.0,2254.0,1.0,0.00044365572315882877,2254.0,0.0,0.0,2254.0,0.0,0.0,2254.0,0.0,0.0,3842,1,0.0002602811035918792,3842,0,0.0,3842,0,0.0,3842,5,0.0013014055179593961,3842,0,0.0,3842,0,0.0,3842,0,0.0,3561,4,0.0011232799775344005,3561,3,0.0008424599831508003,3561,0,0.0,3561,17,0.004773939904521202,3561,0,0.0,3561,0,0.0,3561,0,0.0
2015-06-21,3767,0,0.0,3767,0,0.0,3767,0,0.0,3767,0,0.0,3767,0,0.0,3767,0,0.0,3767,0,0.0,751.0,0.0,0.0,751.0,0.0,0.0,751.0,0.0,0.0,751.0,0.0,0.0,751.0,0.0,0.0,751.0,0.0,0.0,751.0,0.0,0.0,547.0,0.0,0.0,547.0,0.0,0.0,547.0,0.0,0.0,547.0,0.0,0.0,547.0,0.0,0.0,547.0,0.0,0.0,547.0,0.0,0.0,1958.0,0.0,0.0,1958.0,0.0,0.0,1958.0,0.0,0.0,1958.0,0.0,0.0,1958.0,0.0,0.0,1958.0,0.0,0.0,1958.0,0.0,0.0,3496,2,0.0005720823798627002,3496,0,0.0,3496,0,0.0,3496,5,0.0014302059496567505,3496,0,0.0,3496,0,0.0,3496,0,0.0,3294,0,0.0,3294,0,0.0,3294,0,0.0,3294,0,0.0,3294,0,0.0,3294,0,0.0,3294,0,0.0
2015-06-22,6226,0,0.0,6226,0,0.0,6226,0,0.0,6226,0,0.0,6226,0,0.0,6226,0,0.0,6226,0,0.0,1355.0,0.0,0.0,1355.0,0.0,0.0,1355.0,0.0,0.0,1355.0,0.0,0.0,1355.0,0.0,0.0,1355.0,0.0,0.0,1355.0,0.0,0.0,1011.0,0.0,0.0,1011.0,0.0,0.0,1011.0,0.0,0.0,1011.0,0.0,0.0,1011.0,0.0,0.0,1011.0,0.0,0.0,1011.0,0.0,0.0,2900.0,1.0,0.0003448275862068965,2900.0,0.0,0.0,2900.0,0.0,0.0,2900.0,0.0,0.0,2900.0,0.0,0.0,2900.0,0.0,0.0,2900.0,0.0,0.0,4976,0,0.0,4976,0,0.0,4976,0,0.0,4976,4,0.0008038585209003215,4976,0,0.0,4976,0,0.0,4976,0,0.0,4934,0,0.0,4934,1,0.00020267531414673692,4934,0,0.0,4934,1,0.00020267531414673692,4934,0,0.0,4934,0,0.0,4934,0,0.0
2015-06-23,6821,0,0.0,6821,0,0.0,6821,0,0.0,6821,1,0.00014660606949127694,6821,0,0.0,6821,1,0.00014660606949127694,6821,0,0.0,1481.0,0.0,0.0,1481.0,0.0,0.0,1481.0,0.0,0.0,1481.0,0.0,0.0,1481.0,0.0,0.0,1481.0,0.0,0.0,1481.0,0.0,0.0,1824.0,0.0,0.0,1824.0,0.0,0.0,1824.0,0.0,0.0,1824.0,0.0,0.0,1824.0,0.0,0.0,1824.0,0.0,0.0,1824.0,0.0,0.0,3263.0,0.0,0.0,3263.0,0.0,0.0,3263.0,0.0,0.0,3263.0,0.0,0.0,3263.0,0.0,0.0,3263.0,0.0,0.0,3263.0,0.0,0.0,5579,0,0.0,5579,0,0.0,5579,0,0.0,5579,12,0.0021509231044990144,5579,0,0.0,5579,0,0.0,5579,0,0.0,5456,2,0.00036656891495601173,5456,1,0.00018328445747800586,5456,0,0.0,5456,5,0.0009164222873900294,5456,0,0.0,5456,0,0.0,5456,0,0.0
2015-06-24,7501,0,0.0,7501,0,0.0,7501,0,0.0,7501,1,0.0001333155579256099,7501,0,0.0,7501,0,0.0,7501,0,0.0,1333.0,0.0,0.0,1333.0,1.0,0.0007501875468867217,1333.0,0.0,0.0,1333.0,1.0,0.0007501875468867217,1333.0,0.0,0.0,1333.0,0.0,0.0,1333.0,0.0,0.0,1536.0,0.0,0.0,1536.0,0.0,0.0,1536.0,0.0,0.0,1536.0,0.0,0.0,1536.0,0.0,0.0,1536.0,0.0,0.0,1536.0,0.0,0.0,2450.0,0.0,0.0,2450.0,0.0,0.0,2450.0,0.0,0.0,2450.0,1.0,0.00040816326530612246,2450.0,0.0,0.0,2450.0,0.0,0.0,2450.0,0.0,0.0,5171,0,0.0,5171,0,0.0,5171,0,0.0,5171,2,0.00038677238445175013,5171,0,0.0,5171,0,0.0,5171,0,0.0,5381,0,0.0,5381,0,0.0,5381,0,0.0,5381,8,0.001486712506968965,5381,0,0.0,5381,0,0.0,5381,0,0.0
2015-06-25,6382,0,0.0,6382,0,0.0,6382,0,0.0,6382,0,0.0,6382,0,0.0,6382,0,0.0,6382,0,0.0,1283.0,0.0,0.0,1283.0,0.0,0.0,1283.0,0.0,0.0,1283.0,1.0,0.000779423226812159,1283.0,0.0,0.0,1283.0,0.0,0.0,1283.0,0.0,0.0,1415.0,0.0,0.0,1415.0,0.0,0.0,1415.0,0.0,0.0,1415.0,1.0,0.0007067137809187279,1415.0,0.0,0.0,1415.0,0.0,0.0,1415.0,0.0,0.0,3013.0,0.0,0.0,3013.0,0.0,0.0,3013.0,0.0,0.0,3013.0,0.0,0.0,3013.0,0.0,0.0,3013.0,0.0,0.0,3013.0,0.0,0.0,5543,0,0.0,5543,0,0.0,5543,0,0.0,5543,3,0.0005412231643514342,5543,0,0.0,5543,0,0.0,5543,0,0.0,5441,0,0.0,5441,2,0.0003675794890645102,5441,0,0.0,5441,2,0.0003675794890645102,5441,0,0.0,5441,0,0.0,5441,0,0.0
2015-06-26,6515,1,0.00015349194167306216,6515,0,0.0,6515,0,0.0,6515,0,0.0,6515,0,0.0,6515,0,0.0,6515,0,0.0,1285.0,0.0,0.0,1285.0,0.0,0.0,1285.0,0.0,0.0,1285.0,1.0,0.0007782101167315176,1285.0,0.0,0.0,1285.0,0.0,0.0,1285.0,0.0,0.0,1352.0,0.0,0.0,1352.0,0.0,0.0,1352.0,0.0,0.0,1352.0,1.0,0.0007396449704142012,1352.0,0.0,0.0,1352.0,0.0,0.0,1352.0,0.0,0.0,2408.0,1.0,0.0004152823920265781,2408.0,0.0,0.0,2408.0,0.0,0.0,2408.0,0.0,0.0,2408.0,0.0,0.0,2408.0,0.0,0.0,2408.0,0.0,0.0,5379,0,0.0,5379,0,0.0,5379,0,0.0,5379,2,0.0003718163227365681,5379,0,0.0,5379,0,0.0,5379,0,0.0,5222,1,0.00019149751053236308,5222,0,0.0,5222,0,0.0,5222,1,0.00019149751053236308,5222,0,0.0,5222,0,0.0,5222,0,0.0
2015-06-27,3372,0,0.0,3372,0,0.0,3372,0,0.0,3372,0,0.0,3372,0,0.0,3372,0,0.0,3372,0,0.0,753.0,0.0,0.0,753.0,0.0,0.0,753.0,0.0,0.0,753.0,0.0,0.0,753.0,0.0,0.0,753.0,0.0,0.0,753.0,0.0,0.0,735.0,0.0,0.0,735.0,0.0,0.0,735.0,0.0,0.0,735.0,0.0,0.0,735.0,0.0,0.0,735.0,0.0,0.0,735.0,0.0,0.0,1632.0,0.0,0.0,1632.0,0.0,0.0,1632.0,0.0,0.0,1632.0,0.0,0.0,1632.0,0.0,0.0,1632.0,0.0,0.0,1632.0,0.0,0.0,3869,1,0.0002584647195657793,3869,0,0.0,3869,0,0.0,3869,3,0.0007753941586973378,3869,0,0.0,3869,0,0.0,3869,0,0.0,3402,0,0.0,3402,1,0.00029394473838918284,3402,0,0.0,3402,0,0.0,3402,0,0.0,3402,0,0.0,3402,0,0.0
2015-06-28,3845,0,0.0,3845,0,0.0,3845,0,0.0,3845,0,0.0,3845,0,0.0,3845,0,0.0,3845,0,0.0,768.0,0.0,0.0,768.0,0.0,0.0,768.0,0.0,0.0,768.0,0.0,0.0,768.0,0.0,0.0,768.0,0.0,0.0,768.0,0.0,0.0,867.0,0.0,0.0,867.0,0.0,0.0,867.0,0.0,0.0,867.0,0.0,0.0,867.0,0.0,0.0,867.0,0.0,0.0,867.0,0.0,0.0,1526.0,0.0,0.0,1526.0,0.0,0.0,1526.0,0.0,0.0,1526.0,0.0,0.0,1526.0,0.0,0.0,1526.0,0.0,0.0,1526.0,1.0,0.000655307994757536,3360,0,0.0,3360,0,0.0,3360,0,0.0,3360,0,0.0,3360,0,0.0,3360,0,0.0,3360,0,0.0,3019,1,0.0003312355084465055,3019,0,0.0,3019,0,0.0,3019,1,0.0003312355084465055,3019,0,0.0,3019,0,0.0,3019,0,0.0
2015-06-29,6551,0,0.0,6551,0,0.0,6551,0,0.0,6551,0,0.0,6551,0,0.0,6551,0,0.0,6551,0,0.0,1319.0,0.0,0.0,1319.0,0.0,0.0,1319.0,0.0,0.0,1319.0,0.0,0.0,1319.0,0.0,0.0,1319.0,0.0,0.0,1319.0,0.0,0.0,1445.0,0.0,0.0,1445.0,0.0,0.0,1445.0,0.0,0.0,1445.0,0.0,0.0,1445.0,0.0,0.0,1445.0,0.0,0.0,1445.0,0.0,0.0,2979.0,0.0,0.0,2979.0,0.0,0.0,2979.0,0.0,0.0,2979.0,0.0,0.0,2979.0,0.0,0.0,2979.0,0.0,0.0,2979.0,0.0,0.0,4855,0,0.0,4855,0,0.0,4855,0,0.0,4855,2,0.00041194644696189496,4855,0,0.0,4855,0,0.0,4855,0,0.0,5043,0,0.0,5043,1,0.000198294665873488,5043,0,0.0,5043,1,0.000198294665873488,5043,0,0.0,5043,0,0.0,5043,1,0.000198294665873488
2015-06-30,6893,0,0.0,6893,0,0.0,6893,0,0.0,6893,1,0.0001450747134774409,6893,0,0.0,6893,0,0.0,6893,0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1597.0,0.0,0.0,1597.0,0.0,0.0,1597.0,0.0,0.0,1597.0,1.0,0.0006261740763932373,1597.0,0.0,0.0,1597.0,0.0,0.0,1597.0,0.0,0.0,3211.0,1.0,0.0003114294612270321,3211.0,0.0,0.0,3211.0,0.0,0.0,3211.0,0.0,0.0,3211.0,0.0,0.0,3211.0,0.0,0.0,3211.0,0.0,0.0,5347,1,0.0001870207593042828,5347,1,0.0001870207593042828,5347,0,0.0,5347,2,0.0003740415186085656,5347,0,0.0,5347,0,0.0,5347,1,0.0001870207593042828,5584,1,0.00017908309455587392,5584,1,0.00017908309455587392,5584,0,0.0,5584,0,0.0,5584,0,0.0,5584,0,0.0,5584,0,0.0
