,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France
23,aedes,40,0.04,40,0.04,1000,gefährlich,51,0.051,51,0.051,1000,sonne,33,0.034,33,0.034,970,rand,36,0.036,36,0.036,1000,deutlich,38,0.038,38,0.038,1000,2022,41,0.041,41,0.041,1000,sex,27,0.027,27,0.027,1000,arten,13,0.0232,13,0.0232,561,who,11,0.0222,11,0.0222,495,wien,3,0.0323,3,0.0323,93,breitet,19,0.019,19,0.019,1000,gelsenplage,3,0.0405,3,0.0405,74,stechmücken,11,0.0246,11,0.0246,448,mikrozephalie,21,0.021,21,0.021,1000,tessin,21,0.021,21,0.021,1000,schaffhausen,18,0.0212,18,0.0212,851,mach,5,0.0521,5,0.0521,96,600,20,0.02,20,0.02,1000,lässt,2.0,0.0556,2.0,0.0556,36.0,krank,8,0.0324,8,0.0324,247,mikrozephalie,18,0.018,18,0.018,1000,lombardia,27,0.027,27,0.027,1000,stop,33,0.033,33,0.033,1000,sintomi,26,0.0305,26,0.0305,853,girone,25,0.025,25,0.025,1000,sardegna,6,0.0403,6,0.0403,149,sardegna,15,0.0248,15,0.0248,605,emergenza,27,0.027,27,0.027,999,vigilancia,32,0.032,32,0.032,1000,jueves,29,0.029,29,0.029,1000,enfermedades,43,0.043,43,0.043,1000,cambio,26,0.026,26,0.026,1000,transmite,5,0.0286,5,0.0286,175,amenaza,52,0.052,52,0.052,1000,mundial,24,0.024,24,0.024,1000,alerte,27,0.027,27,0.027,1000,l'année,29,0.029,29,0.029,1000,sud,13,0.0263,13,0.0263,494,guadeloupe,26,0.026,26,0.026,1000,humain,4,0.0364,4,0.0364,110,qu'est,28,0.028,28,0.028,1000,texas,30,0.03,30,0.03,1000
24,startbedingungen,40,0.04,40,0.04,1000,viren,48,0.048,48,0.048,1000,insekten,32,0.033,32,0.033,970,abgrunds,36,0.036,36,0.036,1000,schlimmer,35,0.035,35,0.035,1000,subtropen,40,0.04,40,0.04,1000,übertragung,26,0.026,26,0.026,1000,erstmals,13,0.0232,13,0.0232,561,corona,11,0.0222,11,0.0222,495,ökologe,3,0.0323,3,0.0323,93,philippinen,19,0.019,19,0.019,1000,gelsen,3,0.0405,3,0.0405,74,zecken,11,0.0246,11,0.0246,448,tote,20,0.02,20,0.02,1000,stadt,20,0.02,20,0.02,1000,breitet,15,0.0176,15,0.0176,851,thalwil,5,0.0521,5,0.0521,96,klimawandel,20,0.02,20,0.02,1000,amseln,2.0,0.0556,2.0,0.0556,36.0,angeles,8,0.0324,8,0.0324,247,mücken,18,0.018,18,0.018,1000,coreana,25,0.025,25,0.025,1000,salgono,33,0.033,33,0.033,1000,scatta,25,0.0293,25,0.0293,853,viaggio,25,0.025,25,0.025,1000,2023,6,0.0403,6,0.0403,149,rischio,15,0.0248,15,0.0248,605,incinte,26,0.026,26,0.026,999,transmisor,32,0.032,32,0.032,1000,medidas,26,0.026,26,0.026,1000,común,42,0.042,42,0.042,1000,aragón,26,0.026,26,0.026,1000,detectado,5,0.0286,5,0.0286,175,río,45,0.045,45,0.045,1000,contagio,24,0.024,24,0.024,1000,var,26,0.026,26,0.026,1000,zika,26,0.026,26,0.026,1000,vigilance,13,0.0263,13,0.0263,494,démoustication,24,0.024,24,0.024,1000,merles,4,0.0364,4,0.0364,110,guillain,27,0.027,27,0.027,1000,cause,30,0.03,30,0.03,1000
25,tödlichstes,39,0.039,39,0.039,1000,neuer,47,0.047,47,0.047,1000,droht,31,0.032,31,0.032,970,setzt,35,0.035,35,0.035,1000,2018,34,0.034,34,0.034,1000,stirbt,36,0.036,36,0.036,1000,gesundheitsnotstand,26,0.026,26,0.026,1000,gefährliche,12,0.0214,12,0.0214,561,wiener,10,0.0202,10,0.0202,495,nachspiel,3,0.0323,3,0.0323,93,moskitos,19,0.019,19,0.019,1000,neues,3,0.0405,3,0.0405,74,malaria,11,0.0246,11,0.0246,448,kampf,20,0.02,20,0.02,1000,welt,17,0.017,17,0.017,1000,erobert,15,0.0176,15,0.0176,851,invasion,5,0.0521,5,0.0521,96,lateinamerika,20,0.02,20,0.02,1000,sterben,2.0,0.0556,2.0,0.0556,36.0,schauspielerin,8,0.0324,8,0.0324,247,lateinamerika,17,0.017,17,0.017,1000,sintomi,25,0.025,25,0.025,1000,anzio,32,0.032,32,0.032,1000,comune,22,0.0258,22,0.0258,853,salute,24,0.024,24,0.024,1000,scatta,6,0.0403,6,0.0403,149,lazio,15,0.0248,15,0.0248,605,giochi,25,0.025,25,0.025,999,galicia,31,0.031,31,0.031,1000,vacuna,26,0.026,26,0.026,1000,peligrosos,40,0.04,40,0.04,1000,amenaza,24,0.024,24,0.024,1000,mosquito,5,0.0286,5,0.0286,175,muerte,44,0.044,44,0.044,1000,ascienden,24,0.024,24,0.024,1000,risque,25,0.025,25,0.025,1000,montpellier,25,0.025,25,0.025,1000,paris,12,0.0243,12,0.0243,494,brésil,24,0.024,24,0.024,1000,maladies,4,0.0364,4,0.0364,110,barré,27,0.027,27,0.027,1000,moustique,29,0.029,29,0.029,1000
26,stechmückensaison,35,0.035,35,0.035,1000,behörde,46,0.046,46,0.046,1000,stichfeste,30,0.0309,30,0.0309,970,kopfgeld,35,0.035,35,0.035,1000,gärten,34,0.034,34,0.034,1000,infizierte,36,0.036,36,0.036,1000,soldaten,26,0.026,26,0.026,1000,warnt,11,0.0196,11,0.0196,561,brasilien,10,0.0202,10,0.0202,495,gelangt,3,0.0323,3,0.0323,93,ausbreitung,19,0.019,19,0.019,1000,semmelweis,3,0.0405,3,0.0405,74,nachgewiesen,10,0.0223,10,0.0223,448,ausbruch,20,0.02,20,0.02,1000,locarno,16,0.016,16,0.016,1000,vaccin,15,0.0176,15,0.0176,851,übertragen,4,0.0417,4,0.0417,96,notstand,18,0.018,18,0.018,1000,steckt,2.0,0.0556,2.0,0.0556,36.0,gestorben,8,0.0324,8,0.0324,247,spiele,17,0.017,17,0.017,1000,autoctono,23,0.023,23,0.023,1000,sospetto,30,0.03,30,0.03,1000,salgono,21,0.0246,21,0.0246,853,tigre,24,0.024,24,0.024,1000,allarme,6,0.0403,6,0.0403,149,scatta,15,0.0248,15,0.0248,605,via,24,0.024,24,0.024,999,espaã±a,30,0.03,30,0.03,1000,sanidad,25,0.025,25,0.025,1000,murciélagos,40,0.04,40,0.04,1000,climático,22,0.022,22,0.022,1000,franco,5,0.0286,5,0.0286,175,cádiz,43,0.043,43,0.043,1000,mujer,24,0.024,24,0.024,1000,région,25,0.025,25,0.025,1000,décès,24,0.024,24,0.024,1000,qu'est,11,0.0223,11,0.0223,494,nombre,22,0.022,22,0.022,1000,confinés,4,0.0364,4,0.0364,110,syndrome,26,0.026,26,0.026,1000,santé,29,0.029,28,0.028,1000
27,lässt,34,0.034,34,0.034,1000,reisende,45,0.045,45,0.045,1000,fakten,30,0.0309,30,0.0309,970,tigermücke,34,0.034,34,0.034,1000,vermutlich,33,0.033,33,0.033,1000,zeigen,36,0.036,36,0.036,1000,kinderwunsch,25,0.025,25,0.025,1000,exotische,11,0.0196,11,0.0196,561,fälle,10,0.0202,10,0.0202,495,mikroplastik,3,0.0323,3,0.0323,93,kampf,18,0.018,18,0.018,1000,institut,3,0.0405,3,0.0405,74,tigermücke,10,0.0223,10,0.0223,448,mücken,19,0.019,18,0.018,1000,maladies,16,0.016,16,0.016,1000,lutte,15,0.0176,15,0.0176,851,südeuropa,4,0.0417,4,0.0417,96,welt,18,0.018,18,0.018,1000,mysteriösen,2.0,0.0556,2.0,0.0556,36.0,gefahr,8,0.0324,8,0.0324,247,erstmals,17,0.017,17,0.017,1000,l'allarme,21,0.021,21,0.021,1000,tropicali,29,0.029,29,0.029,1000,sangue,21,0.0246,21,0.0246,853,epidemia,23,0.023,23,0.023,1000,padova,6,0.0403,6,0.0403,149,provincia,14,0.0231,14,0.0231,605,test,21,0.021,21,0.021,999,salud,30,0.03,29,0.029,1000,covid,24,0.024,24,0.024,1000,picarnos,35,0.035,35,0.035,1000,brote,22,0.022,22,0.022,1000,guerra,5,0.0286,5,0.0286,175,coria,42,0.042,42,0.042,1000,brasil,24,0.024,24,0.024,1000,l'hexagone,24,0.024,24,0.024,1000,niveau,24,0.024,24,0.024,1000,nouvelle,11,0.0223,11,0.0223,494,vigilance,22,0.022,22,0.022,1000,compter,4,0.0364,4,0.0364,110,usutu,23,0.023,23,0.023,1000,var,28,0.028,28,0.028,1000
28,start,34,0.034,34,0.034,1000,fälle,45,0.045,44,0.044,1000,bekannten,30,0.0309,30,0.0309,970,schwerer,34,0.034,34,0.034,1000,sicherheit,33,0.033,33,0.033,1000,ernsthafte,36,0.036,36,0.036,1000,mobilportal,23,0.023,23,0.023,1000,zahl,10,0.0178,10,0.0178,561,norditalien,10,0.0202,10,0.0202,495,gestochen,3,0.0323,3,0.0323,93,corona,18,0.018,18,0.018,1000,pandemie,3,0.0405,3,0.0405,74,gesundheit,10,0.0223,10,0.0223,448,millionen,18,0.018,18,0.018,1000,entdeckt,16,0.016,16,0.016,1000,brasilien,14,0.0165,14,0.0165,851,meldet,4,0.0417,4,0.0417,96,neuer,18,0.018,18,0.018,1000,fällen,2.0,0.0556,2.0,0.0556,36.0,überträgerin,8,0.0324,8,0.0324,247,angst,17,0.017,17,0.017,1000,difendersi,21,0.021,21,0.021,1000,regione,27,0.027,27,0.027,1000,muore,21,0.0246,21,0.0246,853,marò,22,0.022,22,0.022,1000,settimana,6,0.0403,6,0.0403,149,bassetti,14,0.0231,14,0.0231,605,viaggi,20,0.02,20,0.02,999,asiático,28,0.028,28,0.028,1000,verano,24,0.024,24,0.024,1000,increíble,34,0.034,34,0.034,1000,nacen,22,0.022,22,0.022,1000,nanopartículas,5,0.0286,5,0.0286,175,riesgo,42,0.042,42,0.042,1000,muerte,23,0.023,23,0.023,1000,faut,24,0.024,24,0.024,1000,guyane,22,0.022,22,0.022,1000,gironde,11,0.0223,11,0.0223,494,maladie,19,0.019,19,0.019,1000,zika,4,0.0364,4,0.0364,110,alpes,21,0.021,21,0.021,1000,premiers,28,0.028,28,0.028,1000
29,gefährliches,34,0.034,34,0.034,1000,ausbruch,44,0.044,44,0.044,1000,trockenheit,30,0.0309,30,0.0309,970,impfstoff,33,0.033,33,0.033,1000,fall,33,0.033,33,0.033,1000,krankheitssymptome,36,0.036,36,0.036,1000,pnp.de,23,0.023,23,0.023,1000,fälle,10,0.0178,10,0.0178,561,krankheit,10,0.0202,10,0.0202,495,überschwemmungen,3,0.0323,3,0.0323,93,infektionskrankheiten,18,0.018,18,0.018,1000,nothelfer,3,0.0405,3,0.0405,74,viren,9,0.0201,9,0.0201,448,übertragung,17,0.017,17,0.017,1000,rio,15,0.015,15,0.015,1000,überwachung,14,0.0165,14,0.0165,851,22,4,0.0417,4,0.0417,96,steigt,17,0.017,17,0.017,1000,kranker,2.0,0.0556,2.0,0.0556,36.0,tigermücke,8,0.0324,8,0.0324,247,brésil,17,0.017,17,0.017,1000,prevenzione,21,0.021,21,0.021,1000,via,26,0.026,26,0.026,1000,morto,21,0.0246,21,0.0246,853,salgono,22,0.022,22,0.022,1000,autoctono,6,0.0403,6,0.0403,149,test,13,0.0215,13,0.0215,605,legame,20,0.02,20,0.02,999,amplía,28,0.028,28,0.028,1000,europa,23,0.023,23,0.023,1000,eficacia,34,0.034,34,0.034,1000,regresa,21,0.021,21,0.021,1000,plata,5,0.0286,5,0.0286,175,peligro,40,0.04,40,0.04,1000,importado,23,0.023,23,0.023,1000,transmission,24,0.024,24,0.024,1000,anti,22,0.022,22,0.022,1000,autochtones,11,0.0223,11,0.0223,494,faut,19,0.019,19,0.019,1000,lpo,4,0.0364,4,0.0364,110,hausse,21,0.021,21,0.021,1000,l'épidémie,26,0.026,26,0.026,1000
30,gekommen,33,0.033,33,0.033,1000,tropenkrankheit,42,0.042,42,0.042,1000,sieht,28,0.0289,28,0.0289,970,urlauber,32,0.032,32,0.032,1000,nrw,32,0.032,32,0.032,1000,tropenkrankheit,35,0.035,35,0.035,1000,reisen,23,0.023,23,0.023,1000,hochwasser,10,0.0178,10,0.0178,561,lockdown,10,0.0202,10,0.0202,495,droht,3,0.0323,3,0.0323,93,warnt,17,0.017,17,0.017,1000,usutu,2,0.027,2,0.027,74,krankheiten,9,0.0201,9,0.0201,448,ausbreitung,16,0.016,16,0.016,1000,erobert,15,0.015,15,0.015,1000,santé,14,0.0165,14,0.0165,851,sticht,4,0.0417,4,0.0417,96,vaccin,17,0.017,17,0.017,1000,verstorbener,2.0,0.0556,2.0,0.0556,36.0,erobert,8,0.0324,8,0.0324,247,transmission,16,0.016,16,0.016,1000,rischi,20,0.02,20,0.02,1000,brasile,23,0.023,23,0.023,1000,c'è,20,0.0234,20,0.0234,853,spaccaossa,21,0.021,21,0.021,1000,primi,5,0.0336,5,0.0336,149,cos'è,12,0.0198,12,0.0198,605,veneto,19,0.019,19,0.019,999,confirmados,28,0.028,28,0.028,1000,cáceres,23,0.023,23,0.023,1000,picaduras,33,0.033,33,0.033,1000,muerto,21,0.021,21,0.021,1000,intensificar,4,0.0229,4,0.0229,175,extiende,34,0.034,34,0.034,1000,cerebral,23,0.023,23,0.023,1000,nombre,23,0.023,23,0.023,1000,morts,21,0.021,21,0.021,1000,l'hexagone,11,0.0223,11,0.0223,494,d'un,19,0.019,19,0.019,1000,jardin,4,0.0364,4,0.0364,110,lien,21,0.021,21,0.021,1000,moustiques,26,0.026,26,0.026,1000
31,bleiben,33,0.033,33,0.033,1000,who,41,0.041,41,0.041,1000,verlängert,28,0.0289,28,0.0289,970,moskitos,32,0.032,32,0.032,1000,deutschem,32,0.032,32,0.032,1000,corona,35,0.035,35,0.035,1000,übertragene,22,0.022,22,0.022,1000,lockdown,10,0.0178,10,0.0178,561,klimawandel,10,0.0202,10,0.0202,495,steigendem,3,0.0323,3,0.0323,93,oropouche,16,0.016,16,0.016,1000,entdeckt,2,0.027,2,0.027,74,blut,9,0.0201,9,0.0201,448,infektion,15,0.015,15,0.015,1000,bevölkerung,15,0.015,15,0.015,1000,meiden,13,0.0153,13,0.0153,851,regenwetter,4,0.0417,4,0.0417,96,1000,16,0.016,16,0.016,1000,zählen,2.0,0.0556,2.0,0.0556,36.0,welt,8,0.0324,8,0.0324,247,übertragen,15,0.015,15,0.015,1000,anti,20,0.02,20,0.02,1000,europa,23,0.023,23,0.023,1000,roma,20,0.0234,20,0.0234,853,contagi,21,0.021,21,0.021,1000,friuli,5,0.0336,5,0.0336,149,sanità,12,0.0198,12,0.0198,605,spagna,19,0.019,19,0.019,999,invasor,28,0.028,28,0.028,1000,síntomas,22,0.022,22,0.022,1000,transmisor,32,0.032,32,0.032,1000,castellón,21,0.021,21,0.021,1000,uclm,4,0.0229,4,0.0229,175,declara,33,0.033,33,0.033,1000,europa,23,0.023,23,0.023,1000,europe,22,0.022,22,0.022,1000,lutte,20,0.02,20,0.02,1000,territoire,10,0.0202,10,0.0202,494,déclarée,19,0.019,19,0.019,1000,d'un,3,0.0273,3,0.0273,110,fièvre,20,0.02,20,0.02,1000,brésil,25,0.025,25,0.025,1000
32,neuer,33,0.033,33,0.033,1000,gefahr,39,0.039,39,0.039,1000,aktivität,28,0.0289,28,0.0289,970,philippinische,31,0.031,31,0.031,1000,häufigster,32,0.032,32,0.032,1000,europa,33,0.033,33,0.033,1000,ruft,22,0.022,22,0.022,1000,tirol,9,0.016,9,0.016,561,impfung,9,0.0182,9,0.0182,495,krankheitsrisiko,3,0.0323,3,0.0323,93,schon,16,0.016,16,0.016,1000,salzburg,2,0.027,2,0.027,74,eu,8,0.0179,8,0.0179,448,gelbfieber,15,0.015,15,0.015,1000,été,14,0.014,14,0.014,1000,sang,13,0.0153,12,0.0141,851,dietikon,4,0.0417,4,0.0417,96,europa,15,0.015,15,0.015,1000,galaxien,2.0,0.0556,2.0,0.0556,36.0,blutsauger,8,0.0324,8,0.0324,247,sex,15,0.015,15,0.015,1000,cos'è,20,0.02,20,0.02,1000,veronese,21,0.021,21,0.021,1000,provincia,19,0.0223,19,0.0223,853,chikungunya,21,0.021,21,0.021,1000,venezia,5,0.0336,5,0.0336,149,occidentale,11,0.0182,11,0.0182,605,studio,18,0.018,18,0.018,999,control,27,0.027,27,0.027,1000,aumentan,22,0.022,22,0.022,1000,riesgo,32,0.032,32,0.032,1000,enfermedades,20,0.02,20,0.02,1000,antivirales,4,0.0229,4,0.0229,175,españa,33,0.033,33,0.033,1000,noticias,22,0.022,22,0.022,1000,autochtones,22,0.022,22,0.022,1000,nouvelle,20,0.02,20,0.02,1000,transmettent,10,0.0202,10,0.0202,494,sexuelle,18,0.018,18,0.018,1000,l'on,3,0.0273,3,0.0273,110,don,20,0.02,20,0.02,1000,annonce,24,0.024,24,0.024,1000
33,rekord,33,0.033,33,0.033,1000,verletzt,37,0.037,37,0.037,1000,vögel,27,0.0278,27,0.0278,970,gemeinde,31,0.031,31,0.031,1000,jahres,31,0.031,31,0.031,1000,übertragen,33,0.033,33,0.033,1000,angst,22,0.022,22,0.022,1000,schon,9,0.016,9,0.016,561,warnt,9,0.0182,9,0.0182,495,aedes,3,0.0323,3,0.0323,93,erstmals,15,0.015,15,0.015,1000,deutschland,2,0.027,2,0.027,74,clark,8,0.0179,8,0.0179,448,notstand,14,0.014,14,0.014,1000,invasives,14,0.014,14,0.014,1000,maladies,13,0.0153,13,0.0153,851,quälgeister,4,0.0417,4,0.0417,96,getestet,15,0.015,15,0.015,1000,klassifizieren,2.0,0.0556,2.0,0.0556,36.0,hochsaison,8,0.0324,8,0.0324,247,soldaten,15,0.015,15,0.015,1000,resiste,19,0.019,19,0.019,1000,scatta,21,0.021,21,0.021,1000,ricoverati,19,0.0223,19,0.0223,853,autoctono,20,0.02,20,0.02,1000,giulia,5,0.0336,5,0.0336,149,contagio,11,0.0182,11,0.0182,605,c'è,17,0.017,17,0.017,999,temperaturas,26,0.026,26,0.026,1000,importados,22,0.022,22,0.022,1000,transmite,31,0.031,31,0.031,1000,año,20,0.02,20,0.02,1000,garrapatas,4,0.0229,4,0.0229,175,mosquito,32,0.032,32,0.032,1000,infección,22,0.022,22,0.022,1000,protéger,22,0.022,22,0.022,1000,circule,20,0.02,20,0.02,1000,rouge,10,0.0202,10,0.0202,494,alerte,17,0.017,17,0.017,1000,montpellier,3,0.0273,3,0.0273,110,l'année,19,0.019,19,0.019,1000,tennis,24,0.024,24,0.024,1000
34,übertragenen,33,0.033,33,0.033,1000,rki,36,0.036,36,0.036,1000,mikroplastik,26,0.0268,26,0.0268,970,tote,30,0.03,30,0.03,1000,gartenvogel,30,0.03,30,0.03,1000,etabliert,31,0.031,31,0.031,1000,entdecken,22,0.022,22,0.022,1000,fall,9,0.016,9,0.016,561,schon,9,0.0182,9,0.0182,495,heuer,3,0.0323,3,0.0323,93,wien,15,0.015,15,0.015,1000,vogel,2,0.027,2,0.027,74,middleton,8,0.0179,8,0.0179,448,soldaten,14,0.014,14,0.014,1000,fälle,14,0.014,14,0.014,1000,lutter,13,0.0153,13,0.0153,851,moustique,4,0.0417,3,0.0313,96,gentech,15,0.015,15,0.015,1000,wissenschaft,2.0,0.0556,2.0,0.0556,36.0,zecken,8,0.0324,8,0.0324,247,stockholm,15,0.015,15,0.015,1000,c'è,19,0.019,19,0.019,1000,l'allarme,21,0.021,21,0.021,1000,caldo,18,0.0211,18,0.0211,853,lombardia,19,0.019,19,0.019,1000,sintomi,5,0.0336,5,0.0336,149,gravi,11,0.0182,11,0.0182,605,west,17,0.017,17,0.017,999,brote,26,0.026,26,0.026,1000,alicante,22,0.022,22,0.022,1000,dengue,31,0.031,31,0.031,1000,enfermedad,19,0.019,19,0.019,1000,africano,3,0.0171,3,0.0171,175,detecta,31,0.031,31,0.031,1000,espaã±a,22,0.022,22,0.022,1000,l'été,21,0.021,21,0.021,1000,vaccins,18,0.018,18,0.018,1000,recensés,10,0.0202,10,0.0202,494,chasse,17,0.017,17,0.017,1000,infection,3,0.0273,3,0.0273,110,transmis,19,0.019,19,0.019,1000,dons,24,0.024,24,0.024,1000
35,entwarnung,32,0.032,32,0.032,1000,überträgt,35,0.035,35,0.035,1000,bayern,25,0.0258,25,0.0258,970,fast,28,0.028,28,0.028,1000,bevölkerung,29,0.029,29,0.029,1000,angekommen,30,0.03,30,0.03,1000,gebiete,22,0.022,22,0.022,1000,forscher,9,0.016,9,0.016,561,gefährliche,9,0.0182,9,0.0182,495,wichtigsten,3,0.0323,3,0.0323,93,gesundheit,15,0.015,15,0.015,1000,birdlife,2,0.027,2,0.027,74,gelsenplage,8,0.0179,8,0.0179,448,infektionen,13,0.013,13,0.013,1000,überwachung,14,0.014,14,0.014,1000,europa,12,0.0141,12,0.0141,851,rüstet,3,0.0313,3,0.0313,96,suisse,15,0.015,15,0.015,1000,benötigt,2.0,0.0556,2.0,0.0556,36.0,risiko,8,0.0324,8,0.0324,247,babys,14,0.014,14,0.014,1000,esperti,18,0.018,18,0.018,1000,rischi,21,0.021,21,0.021,1000,malattie,18,0.0211,18,0.0211,853,paura,19,0.019,19,0.019,1000,nuova,5,0.0336,5,0.0336,149,coronavirus,11,0.0182,11,0.0182,605,nile,17,0.017,17,0.017,999,detectado,26,0.026,26,0.026,1000,atrae,21,0.021,21,0.021,1000,lluvias,30,0.03,30,0.03,1000,maestrazgo,19,0.019,19,0.019,1000,autóctono,3,0.0171,3,0.0171,175,detectan,29,0.029,29,0.029,1000,eeuu,22,0.022,22,0.022,1000,montpellier,20,0.02,20,0.02,1000,unis,18,0.018,18,0.018,1000,sang,10,0.0202,10,0.0202,494,épidémie,16,0.016,16,0.016,1000,maladie,3,0.0273,3,0.0273,110,recensés,19,0.019,19,0.019,1000,voyageurs,24,0.024,24,0.024,1000
36,gefährlich,31,0.031,31,0.031,1000,experten,35,0.035,35,0.035,1000,gelangt,25,0.0258,25,0.0258,970,bangladesch,27,0.027,27,0.027,1000,amsel,28,0.028,28,0.028,1000,vermutung,29,0.029,29,0.029,1000,texas,20,0.02,20,0.02,1000,heuer,9,0.016,9,0.016,561,moskitos,9,0.0182,9,0.0182,495,fakten,3,0.0323,3,0.0323,93,zahl,15,0.015,15,0.015,1000,zählung,2,0.027,2,0.027,74,todesfälle,7,0.0156,7,0.0156,448,verbreitet,13,0.013,13,0.013,1000,détecté,13,0.013,13,0.013,1000,krankheiten,12,0.0141,12,0.0141,851,bluttests,3,0.0313,3,0.0313,96,gesundheit,14,0.014,14,0.014,1000,hilfe,2.0,0.0556,2.0,0.0556,36.0,occidental,8,0.0324,8,0.0324,247,infektionen,14,0.014,14,0.014,1000,nilo,18,0.018,18,0.018,1000,usa,20,0.02,20,0.02,1000,prevenzione,17,0.0199,17,0.0199,853,contagio,19,0.019,19,0.019,1000,vaiolo,5,0.0336,5,0.0336,149,trasmette,11,0.0182,11,0.0182,605,dengue,17,0.017,17,0.017,999,estériles,26,0.026,26,0.026,1000,mundo,20,0.02,20,0.02,1000,mujer,30,0.03,30,0.03,1000,renacer,19,0.019,19,0.019,1000,piden,3,0.0171,3,0.0171,175,área,28,0.028,28,0.028,1000,cuarto,21,0.021,21,0.021,1000,lutte,19,0.019,19,0.019,1000,var,17,0.017,17,0.017,1000,faut,9,0.0182,9,0.0182,494,var,16,0.016,16,0.016,1000,transmettre,3,0.0273,3,0.0273,110,europe,18,0.018,18,0.018,1000,dengue,24,0.024,24,0.024,1000
37,italien,30,0.03,30,0.03,1000,rekord,35,0.035,35,0.035,1000,viren,23,0.0237,23,0.0237,970,alarm,26,0.026,26,0.026,1000,tropenmediziner,27,0.027,27,0.027,1000,region,28,0.028,28,0.028,1000,prüfen,20,0.02,20,0.02,1000,alarmiert,9,0.016,9,0.016,561,aufarbeitung,9,0.0182,9,0.0182,495,buschmücke,3,0.0323,3,0.0323,93,sri,14,0.014,14,0.014,1000,startet,2,0.027,2,0.027,74,serbien,7,0.0156,7,0.0156,448,gefahr,13,0.013,13,0.013,1000,bern,13,0.013,13,0.013,1000,klimawandel,12,0.0141,12,0.0141,851,einfall,3,0.0313,3,0.0313,96,kampf,14,0.014,14,0.014,1000,tropenmediziner,1.0,0.0278,1.0,0.0278,36.0,tote,7,0.0283,7,0.0283,247,41,14,0.014,14,0.014,1000,allerta,18,0.018,18,0.018,1000,focolaio,18,0.018,18,0.018,1000,trasmette,16,0.0188,16,0.0188,853,trieste,19,0.019,18,0.018,1000,ordinanza,4,0.0268,4,0.0268,149,l'italia,10,0.0165,10,0.0165,605,causa,17,0.017,17,0.017,999,plagas,26,0.026,26,0.026,1000,maría,19,0.019,19,0.019,1000,expertos,30,0.03,30,0.03,1000,pareja,19,0.019,19,0.019,1000,2025,3,0.0171,3,0.0171,175,alto,28,0.028,28,0.028,1000,recomienda,20,0.02,20,0.02,1000,démoustication,19,0.019,19,0.019,1000,lutter,17,0.017,17,0.017,1000,frappe,9,0.0182,9,0.0182,494,métropole,16,0.016,16,0.016,1000,nouvelles,3,0.0273,3,0.0273,110,mort,18,0.018,18,0.018,1000,guyane,23,0.023,23,0.023,1000
