,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France
2015-02-01,157404,9,0.005717770831745,157404,12,0.0076236944423267,157404,0,0.0,157404,25,0.0158826967548474,157404,0,0.0,157404,0,0.0,157404,3,0.0019059236105816,34057.0,0.0,0.0,34057.0,2.0,0.0058725078544792,34057.0,0.0,0.0,34057.0,3.0,0.0088087617817188,34057.0,0.0,0.0,34057.0,0.0,0.0,34057.0,0.0,0.0,38889.0,0.0,0.0,38889.0,4.0,0.0102856848980431,38889.0,0.0,0.0,38889.0,145.0,0.3728560775540641,38889.0,0.0,0.0,38889.0,0.0,0.0,38889.0,2.0,0.0051428424490215,83859.0,2.0,0.0023849556994478,83859.0,0.0,0.0,83859.0,0.0,0.0,83859.0,6.0,0.0071548670983436,83859.0,0.0,0.0,83859.0,1.0,0.0011924778497239,83859.0,0.0,0.0,137043,3,0.0021890939340207,137043,1,0.0007296979780069,137043,0,0.0,137043,48,0.0350255029443313,137043,0,0.0,137043,0,0.0,137043,2,0.0014593959560138,130587,7,0.0053604110669515,130587,34,0.0260362823251931,130587,0,0.0,130587,26,0.0199100982486771,130587,0,0.0,130587,0,0.0,130587,1,0.0007657730095645
2015-03-01,170015,13,0.0076463841425756,170015,9,0.0052936505602446,170015,1,0.0005881833955827,170015,27,0.015880951680734,170015,2,0.0011763667911654,170015,4,0.0023527335823309,170015,53,0.0311737199658853,35978.0,0.0,0.0,35978.0,2.0,0.0055589526933125,35978.0,0.0,0.0,35978.0,5.0,0.0138973817332814,35978.0,0.0,0.0,35978.0,0.0,0.0,35978.0,0.0,0.0,45192.0,1.0,0.0022127810231899,45192.0,1.0,0.0022127810231899,45192.0,0.0,0.0,45192.0,8.0,0.0177022481855195,45192.0,0.0,0.0,45192.0,0.0,0.0,45192.0,0.0,0.0,94671.0,3.0,0.0031688690306429,94671.0,1.0,0.0010562896768809,94671.0,0.0,0.0,94671.0,4.0,0.0042251587075239,94671.0,0.0,0.0,94671.0,0.0,0.0,94671.0,0.0,0.0,151564,3,0.0019793618537383,151564,1,0.0006597872845794,151564,0,0.0,151564,24,0.0158348948299068,151564,0,0.0,151564,1,0.0006597872845794,151564,0,0.0,140467,7,0.0049833768785551,140467,28,0.0199335075142204,140467,1,0.0007119109826507,140467,36,0.0256287953754262,140467,0,0.0,140467,0,0.0,140467,8,0.0056952878612058
2015-04-01,157860,7,0.0044343088812872,157860,3,0.0019004180919802,157860,1,0.0006334726973267,157860,41,0.0259723805903965,157860,0,0.0,157860,19,0.0120359812492081,157860,9,0.0057012542759407,36738.0,1.0,0.0027219772442702,36738.0,3.0,0.0081659317328107,36738.0,0.0,0.0,36738.0,7.0,0.0190538407098916,36738.0,0.0,0.0,36738.0,0.0,0.0,36738.0,0.0,0.0,41390.0,1.0,0.0024160425223483,41390.0,0.0,0.0,41390.0,0.0,0.0,41390.0,2.0,0.0048320850446967,41390.0,0.0,0.0,41390.0,0.0,0.0,41390.0,0.0,0.0,87670.0,7.0,0.0079844872818524,87670.0,5.0,0.0057032052013231,87670.0,0.0,0.0,87670.0,11.0,0.0125470514429109,87670.0,0.0,0.0,87670.0,0.0,0.0,87670.0,3.0,0.0034219231207938,150282,9,0.0059887411666067,150282,1,0.0006654156851785,150282,2,0.001330831370357,150282,46,0.0306091215182124,150282,0,0.0,150282,0,0.0,150282,1,0.0006654156851785,133138,12,0.0090132043443644,133138,30,0.0225330108609112,133138,2,0.0015022007240607,133138,38,0.0285418137571542,133138,0,0.0,133138,0,0.0,133138,8,0.0060088028962429
2015-05-01,154877,30,0.019370209908508,154877,32,0.0206615572357419,154877,1,0.0006456736636169,154877,49,0.0316380095172298,154877,0,0.0,154877,1,0.0006456736636169,154877,0,0.0,35688.0,0.0,0.0,35688.0,0.0,0.0,35688.0,0.0,0.0,35688.0,1.0,0.0028020623178659,35688.0,0.0,0.0,35688.0,0.0,0.0,35688.0,0.0,0.0,40057.0,3.0,0.007489327708016,40057.0,4.0,0.0099857702773547,40057.0,0.0,0.0,40057.0,4.0,0.0099857702773547,40057.0,0.0,0.0,40057.0,0.0,0.0,40057.0,0.0,0.0,89090.0,7.0,0.007857223032888,89090.0,2.0,0.0022449208665394,89090.0,1.0,0.0011224604332697,89090.0,8.0,0.0089796834661578,89090.0,0.0,0.0,89090.0,0.0,0.0,89090.0,1.0,0.0011224604332697,152582,18,0.0117969354183324,152582,7,0.0045876971071292,152582,1,0.0006553853010184,152582,56,0.0367015768570342,152582,0,0.0,152582,0,0.0,152582,0,0.0,132433,24,0.0181223713122862,132433,24,0.0181223713122862,132433,1,0.0007550988046785,132433,26,0.0196325689216433,132433,0,0.0,132433,0,0.0,132433,2,0.0015101976093571
2015-06-01,166053,7,0.0042155215503483,166053,5,0.0030110868216774,166053,2,0.0012044347286709,166053,18,0.0108399125580386,166053,0,0.0,166053,1,0.0006022173643354,166053,2,0.0012044347286709,35579.0,4.0,0.0112425869192501,35579.0,1.0,0.0028106467298125,35579.0,6.0,0.0168638803788751,35579.0,10.0,0.0281064672981253,35579.0,0.0,0.0,35579.0,6.0,0.0168638803788751,35579.0,2.0,0.005621293459625,33541.0,0.0,0.0,33541.0,0.0,0.0,33541.0,0.0,0.0,33541.0,11.0,0.0327956828955606,33541.0,0.0,0.0,33541.0,0.0,0.0,33541.0,0.0,0.0,85587.0,9.0,0.0105156156892986,85587.0,0.0,0.0,85587.0,0.0,0.0,85587.0,6.0,0.0070104104595324,85587.0,0.0,0.0,85587.0,0.0,0.0,85587.0,1.0,0.0011684017432554,147018,6,0.0040811329224992,147018,3,0.0020405664612496,147018,0,0.0,147018,74,0.0503339727108245,147018,0,0.0,147018,0,0.0,147018,1,0.0006801888204165,143112,27,0.0188663424450779,143112,35,0.0244563698362122,143112,0,0.0,143112,77,0.0538040136396668,143112,0,0.0,143112,1,0.0006987534238917,143112,4,0.0027950136955671
2015-07-01,174324,15,0.0086046671714738,174324,12,0.006883733737179,174324,0,0.0,174324,39,0.0223721346458319,174324,0,0.0,174324,1,0.0005736444780982,174324,3,0.0017209334342947,35906.0,2.0,0.0055700997047847,35906.0,1.0,0.0027850498523923,35906.0,1.0,0.0027850498523923,35906.0,5.0,0.0139252492619617,35906.0,0.0,0.0,35906.0,9.0,0.0250654486715312,35906.0,0.0,0.0,38751.0,2.0,0.0051611571314288,38751.0,2.0,0.0051611571314288,38751.0,0.0,0.0,38751.0,13.0,0.0335475213542876,38751.0,0.0,0.0,38751.0,0.0,0.0,38751.0,1.0,0.0025805785657144,93972.0,28.0,0.0297961094794194,93972.0,3.0,0.0031924403013663,93972.0,2.0,0.0021282935342442,93972.0,18.0,0.0191546418081981,93972.0,0.0,0.0,93972.0,0.0,0.0,93972.0,1.0,0.0010641467671221,146302,40,0.0273407062104414,146302,19,0.0129868354499596,146302,6,0.0041011059315662,146302,69,0.0471627182130114,146302,0,0.0,146302,0,0.0,146302,1,0.000683517655261,125567,48,0.0382266041236949,125567,51,0.0406157668814258,125567,1,0.0007963875859103,125567,89,0.0708784951460176,125567,0,0.0,125567,1,0.0007963875859103,125567,7,0.0055747131013721
2015-08-01,166503,37,0.0222218218290361,166503,19,0.0114112058040996,166503,3,0.0018017693374894,166503,15,0.009008846687447,166503,1,0.0006005897791631,166503,6,0.0036035386749788,166503,1,0.0006005897791631,34650.0,5.0,0.0144300144300144,34650.0,5.0,0.0144300144300144,34650.0,0.0,0.0,34650.0,1.0,0.0028860028860028,34650.0,0.0,0.0,34650.0,0.0,0.0,34650.0,0.0,0.0,25759.0,9.0,0.0349392445358903,25759.0,7.0,0.0271749679723591,25759.0,0.0,0.0,25759.0,7.0,0.0271749679723591,25759.0,0.0,0.0,25759.0,0.0,0.0,25759.0,0.0,0.0,81443.0,21.0,0.0257849047800302,81443.0,5.0,0.0061392630428643,81443.0,17.0,0.0208734943457387,81443.0,66.0,0.0810382721658092,81443.0,0.0,0.0,81443.0,12.0,0.0147342313028744,81443.0,1.0,0.0012278526085728,129381,141,0.1089804530804368,129381,100,0.0772911014754871,129381,5,0.0038645550737743,129381,92,0.0711078133574481,129381,0,0.0,129381,2,0.0015458220295097,129381,1,0.0007729110147548,112152,143,0.1275055282117126,112152,119,0.1061059990013553,112152,1,0.0008916470504315,112152,160,0.1426635280690491,112152,0,0.0,112152,0,0.0,112152,74,0.0659818817319352
2015-09-01,173591,2,0.0011521334631403,173591,0,0.0,173591,0,0.0,173591,10,0.0057606673157018,173591,0,0.0,173591,0,0.0,173591,1,0.0005760667315701,36187.0,0.0,0.0,36187.0,0.0,0.0,36187.0,0.0,0.0,36187.0,0.0,0.0,36187.0,0.0,0.0,36187.0,0.0,0.0,36187.0,0.0,0.0,23747.0,0.0,0.0,23747.0,1.0,0.0042110582389354,23747.0,0.0,0.0,23747.0,3.0,0.0126331747168063,23747.0,0.0,0.0,23747.0,0.0,0.0,23747.0,0.0,0.0,93671.0,13.0,0.01387836149929,93671.0,8.0,0.0085405301534092,93671.0,0.0,0.0,93671.0,29.0,0.0309594218061086,93671.0,0.0,0.0,93671.0,5.0,0.0053378313458807,93671.0,0.0,0.0,147696,47,0.0318221211136388,147696,27,0.0182807929801754,147696,1,0.0006770664066731,147696,56,0.0379157187736973,147696,0,0.0,147696,0,0.0,147696,1,0.0006770664066731,146480,44,0.0300382304751501,146480,17,0.011605679956308,146480,1,0.0006826870562534,146480,36,0.0245767340251228,146480,0,0.0,146480,5,0.003413435281267,146480,1,0.0006826870562534
2015-10-01,173655,6,0.0034551265440096,173655,2,0.0011517088480032,173655,0,0.0,173655,35,0.0201549048400564,173655,0,0.0,173655,0,0.0,173655,2,0.0011517088480032,37360.0,0.0,0.0,37360.0,0.0,0.0,37360.0,0.0,0.0,37360.0,3.0,0.0080299785867237,37360.0,0.0,0.0,37360.0,4.0,0.0107066381156316,37360.0,0.0,0.0,38946.0,1.0,0.0025676577825707,38946.0,1.0,0.0025676577825707,38946.0,0.0,0.0,38946.0,5.0,0.0128382889128536,38946.0,0.0,0.0,38946.0,0.0,0.0,38946.0,0.0,0.0,99114.0,8.0,0.0080715136105898,99114.0,0.0,0.0,99114.0,0.0,0.0,99114.0,25.0,0.0252234800330932,99114.0,0.0,0.0,99114.0,0.0,0.0,99114.0,0.0,0.0,162769,27,0.0165879252191756,162769,9,0.0055293084063918,162769,0,0.0,162769,39,0.0239603364276981,162769,0,0.0,162769,1,0.0006143676007102,162769,0,0.0,149653,11,0.0073503371131885,149653,8,0.0053456997186825,149653,0,0.0,149653,18,0.0120278243670357,149653,1,0.0006682124648353,149653,21,0.0140324617615417,149653,0,0.0
2015-11-01,180882,7,0.0038699262502626,180882,25,0.0138211651795092,180882,0,0.0,180882,31,0.0171382448225915,180882,0,0.0,180882,2,0.0011056932143607,180882,42,0.0232195575015756,37186.0,0.0,0.0,37186.0,2.0,0.0053783682030871,37186.0,0.0,0.0,37186.0,3.0,0.0080675523046307,37186.0,0.0,0.0,37186.0,0.0,0.0,37186.0,4.0,0.0107567364061743,26986.0,0.0,0.0,26986.0,4.0,0.0148225005558437,26986.0,0.0,0.0,26986.0,10.0,0.0370562513896094,26986.0,0.0,0.0,26986.0,0.0,0.0,26986.0,2.0,0.0074112502779218,100001.0,2.0,0.0019999800001999,100001.0,0.0,0.0,100001.0,1.0,0.0009999900000999,100001.0,7.0,0.0069999300006999,100001.0,0.0,0.0,100001.0,0.0,0.0,100001.0,5.0,0.0049999500004999,166526,20,0.0120101365552526,166526,11,0.0066055751053889,166526,1,0.0006005068277626,166526,52,0.0312263550436568,166526,0,0.0,166526,0,0.0,166526,17,0.0102086160719647,146643,27,0.0184120619463595,146643,26,0.0177301337261239,146643,0,0.0,146643,41,0.027959057029657,146643,0,0.0,146643,0,0.0,146643,7,0.0047734975416487
2015-12-01,169687,12,0.007071844042266,169687,4,0.002357281347422,169687,0,0.0,169687,72,0.0424310642535963,169687,0,0.0,169687,1,0.0005893203368555,169687,21,0.0123757270739655,33926.0,1.0,0.0029475918174851,33926.0,2.0,0.0058951836349702,33926.0,0.0,0.0,33926.0,5.0,0.0147379590874255,33926.0,0.0,0.0,33926.0,0.0,0.0,33926.0,4.0,0.0117903672699404,36079.0,11.0,0.0304886499071482,36079.0,4.0,0.0110867817844175,36079.0,0.0,0.0,36079.0,13.0,0.0360320407993569,36079.0,0.0,0.0,36079.0,0.0,0.0,36079.0,6.0,0.0166301726766262,91487.0,1.0,0.0010930514717938,91487.0,0.0,0.0,91487.0,0.0,0.0,91487.0,7.0,0.0076513603025566,91487.0,0.0,0.0,91487.0,0.0,0.0,91487.0,4.0,0.0043722058871752,188754,40,0.0211916038865401,188754,11,0.0058276910687985,188754,1,0.0005297900971635,188754,82,0.0434427879674073,188754,0,0.0,188754,1,0.0005297900971635,188754,23,0.0121851722347605,135880,26,0.01913453046806,135880,27,0.0198704739476008,135880,0,0.0,135880,96,0.070650574035914,135880,0,0.0,135880,1,0.0007359434795407,135880,44,0.0323815130997939
2016-01-01,178960,72,0.0402324541797049,178960,45,0.0251452838623156,178960,0,0.0,178960,236,0.1318730442556996,178960,0,0.0,178960,3,0.0016763522574877,178960,586,0.3274474742959321,36469.0,10.0,0.0274205489593901,36469.0,14.0,0.0383887685431462,36469.0,0.0,0.0,36469.0,30.0,0.0822616468781705,36469.0,0.0,0.0,36469.0,2.0,0.005484109791878,36469.0,145.0,0.3975979599111574,41578.0,52.0,0.1250661407475106,41578.0,49.0,0.1178507864736158,41578.0,0.0,0.0,41578.0,93.0,0.2236759824907402,41578.0,0.0,0.0,41578.0,3.0,0.0072153542738948,41578.0,200.0,0.4810236182596565,99861.0,59.0,0.059082124152572,99861.0,65.0,0.0650904757613082,99861.0,0.0,0.0,99861.0,101.0,0.101140585413725,99861.0,0.0,0.0,99861.0,4.0,0.0040055677391574,99861.0,264.0,0.2643674707843903,188446,326,0.1729938550035553,188446,182,0.0965793914437027,188446,6,0.0031839359816605,188446,427,0.2265901106948409,188446,0,0.0,188446,31,0.016450335905246,188446,1902,1.0093077061863875,144676,379,0.261964665874091,144676,346,0.2391550775526003,144676,0,0.0,144676,372,0.2571262683513506,144676,0,0.0,144676,4,0.0027647985844231,144676,714,0.4935165473195278
2016-02-01,197898,156,0.0788284874026013,197898,106,0.0535629465684342,197898,0,0.0,197898,309,0.1561410423551526,197898,14,0.0070743514335667,197898,8,0.0040424865334667,197898,1380,0.6973289270230119,36958.0,25.0,0.0676443530494074,36958.0,24.0,0.0649385789274311,36958.0,0.0,0.0,36958.0,52.0,0.1407002543427674,36958.0,0.0,0.0,36958.0,5.0,0.0135288706098814,36958.0,320.0,0.8658477190324152,42303.0,94.0,0.2222064628986123,42303.0,81.0,0.1914757818594425,42303.0,1.0,0.0023638985414746,42303.0,122.0,0.2883956220599011,42303.0,0.0,0.0,42303.0,5.0,0.011819492707373,42303.0,1136.0,2.685388743115145,106778.0,86.0,0.0805409353986776,106778.0,62.0,0.0580643952874187,106778.0,0.0,0.0,106778.0,122.0,0.1142557455655659,106778.0,0.0,0.0,106778.0,1.0,0.0009365225046357,106778.0,669.0,0.626533555601341,203183,942,0.4636214643941668,203183,257,0.1264869600311049,203183,6,0.0029530029579246,203183,462,0.2273812277601964,203183,0,0.0,203183,13,0.0063981730755033,203183,4208,2.071039407824473,146841,371,0.2526542314476202,146841,375,0.2553782662880258,146841,0,0.0,146841,471,0.3207551024577604,146841,0,0.0,146841,17,0.0115771480717238,146841,1774,1.2081094517198874
2016-03-01,190733,23,0.0120587418013663,190733,20,0.0104858624359707,190733,3,0.0015728793653956,190733,173,0.0907027100711465,190733,0,0.0,190733,4,0.0020971724871941,190733,297,0.1557150571741649,36214.0,7.0,0.0193295410614679,36214.0,2.0,0.0055227260175622,36214.0,0.0,0.0,36214.0,16.0,0.0441818081404981,36214.0,0.0,0.0,36214.0,0.0,0.0,36214.0,86.0,0.2374772187551775,44357.0,21.0,0.0473431476429875,44357.0,14.0,0.0315620984286583,44357.0,0.0,0.0,44357.0,35.0,0.0789052460716459,44357.0,0.0,0.0,44357.0,9.0,0.0202899204184232,44357.0,137.0,0.3088576774804427,110395.0,19.0,0.0172109244078083,110395.0,11.0,0.0099642193939942,110395.0,5.0,0.0045291906336337,110395.0,26.0,0.0235517912948956,110395.0,0.0,0.0,110395.0,0.0,0.0,110395.0,147.0,0.1331582046288328,208888,192,0.0919152847458925,208888,78,0.0373405844280188,208888,10,0.0047872544138485,208888,180,0.0861705794492742,208888,0,0.0,208888,11,0.0052659798552334,208888,1310,0.6271303282141626,147529,93,0.0630384534566085,147529,66,0.044736966969206,147529,1,0.0006778328328667,147529,151,0.1023527577628805,147529,0,0.0,147529,42,0.0284689789804038,147529,652,0.4419470070291265
2016-04-01,183594,30,0.0163404032811529,183594,44,0.0239659248123577,183594,1,0.0005446801093717,183594,129,0.0702637341089578,183594,0,0.0,183594,14,0.0076255215312047,183594,269,0.146518949421005,35249.0,21.0,0.0595761581888847,35249.0,6.0,0.0170217594825385,35249.0,4.0,0.0113478396550256,35249.0,17.0,0.0482283185338591,35249.0,0.0,0.0,35249.0,10.0,0.0283695991375641,35249.0,67.0,0.19007631422168,39894.0,41.0,0.1027723467188048,39894.0,22.0,0.0551461372637489,39894.0,1.0,0.0025066426028976,39894.0,32.0,0.0802125632927257,39894.0,0.0,0.0,39894.0,4.0,0.0100265704115907,39894.0,111.0,0.2782373289216424,123652.0,23.0,0.0186005887490699,123652.0,10.0,0.0080872124995956,123652.0,0.0,0.0,123652.0,28.0,0.0226441949988677,123652.0,0.0,0.0,123652.0,2.0,0.0016174424999191,123652.0,150.0,0.1213081874939346,198204,212,0.1069605053379346,198204,68,0.034308086617828,198204,16,0.0080724909689007,198204,708,0.3572077253738572,198204,0,0.0,198204,12,0.0060543682266755,198204,580,0.2926277976226514,121760,98,0.0804862023653088,121760,93,0.0763797634691195,121760,4,0.0032851511169513,121760,130,0.1067674113009198,121760,0,0.0,121760,5,0.0041064388961892,121760,369,0.3030551905387648
2016-05-01,193266,40,0.0206968633903531,193266,20,0.0103484316951765,193266,3,0.0015522647542764,193266,58,0.0300104519160121,193266,0,0.0,193266,0,0.0,193266,320,0.1655749071228255,35672.0,9.0,0.0252298721686476,35672.0,3.0,0.0084099573895492,35672.0,1.0,0.0028033191298497,35672.0,10.0,0.0280331912984974,35672.0,0.0,0.0,35672.0,5.0,0.0140165956492487,35672.0,72.0,0.2018389773491814,40690.0,18.0,0.0442369132464979,40690.0,18.0,0.0442369132464979,40690.0,0.0,0.0,40690.0,31.0,0.0761857950356352,40690.0,0.0,0.0,40690.0,3.0,0.0073728188744163,40690.0,124.0,0.3047431801425411,113739.0,36.0,0.0316514124442803,113739.0,9.0,0.00791285311107,113739.0,0.0,0.0,113739.0,18.0,0.0158257062221401,113739.0,0.0,0.0,113739.0,1.0,0.00087920590123,113739.0,208.0,0.1828748274558418,215357,231,0.1072637527454412,215357,55,0.0255389887489145,215357,3,0.0013930357499407,215357,309,0.1434826822439019,215357,0,0.0,215357,5,0.0023217262499013,215357,1068,0.4959207269789233,128566,94,0.0731141981550332,128566,109,0.0847813574350917,128566,1,0.0007778106186705,128566,148,0.1151159715632437,128566,0,0.0,128566,9,0.007000295568035,128566,388,0.3017905200441796
2016-06-01,211239,51,0.0241432689986224,211239,36,0.0170423075284393,211239,2,0.000946794862691,211239,74,0.0350314099195697,211239,0,0.0,211239,5,0.0023669871567276,211239,374,0.177050639323231,41604.0,3.0,0.007210845111047,41604.0,2.0,0.0048072300740313,41604.0,0.0,0.0,41604.0,4.0,0.0096144601480626,41604.0,0.0,0.0,41604.0,3.0,0.007210845111047,41604.0,62.0,0.1490241322949716,44622.0,12.0,0.026892564205997,44622.0,10.0,0.0224104701716642,44622.0,0.0,0.0,44622.0,29.0,0.0649903634978261,44622.0,0.0,0.0,44622.0,1.0,0.0022410470171664,44622.0,103.0,0.2308278427681412,118035.0,20.0,0.016944126742068,118035.0,7.0,0.0059304443597238,118035.0,1.0,0.0008472063371034,118035.0,22.0,0.0186385394162748,118035.0,0.0,0.0,118035.0,1.0,0.0008472063371034,118035.0,130.0,0.1101368238234422,222298,541,0.2433670118489595,222298,65,0.0292400291500598,222298,9,0.0040486194207775,222298,309,0.1390026001133613,222298,0,0.0,222298,4,0.0017993864092344,222298,1555,0.6995114665898928,144197,88,0.0610276219338821,144197,37,0.0256593410403822,144197,4,0.0027739828151764,144197,90,0.0624146133414703,144197,0,0.0,144197,0,0.0,144197,319,0.2212251295103226
2016-07-01,229155,23,0.0100368746045253,229155,14,0.0061094019331893,229155,3,0.0013091575571119,229155,63,0.0274923086993519,229155,0,0.0,229155,1,0.0004363858523706,229155,485,0.211647138399773,39429.0,3.0,0.0076086129498592,39429.0,1.0,0.0025362043166197,39429.0,2.0,0.0050724086332394,39429.0,8.0,0.0202896345329579,39429.0,0.0,0.0,39429.0,1.0,0.0025362043166197,39429.0,83.0,0.210504958279439,40094.0,16.0,0.039906220382102,40094.0,11.0,0.0274355265126951,40094.0,2.0,0.0049882775477627,40094.0,25.0,0.0623534693470344,40094.0,0.0,0.0,40094.0,3.0,0.0074824163216441,40094.0,191.0,0.4763805058113434,122488.0,52.0,0.0424531382666057,122488.0,19.0,0.0155117235974136,122488.0,6.0,0.0048984390307621,122488.0,22.0,0.0179609431127947,122488.0,0.0,0.0,122488.0,2.0,0.001632813010254,122488.0,175.0,0.1428711383972307,213292,337,0.1579993623764604,213292,34,0.0159405884890197,213292,14,0.0065637717307728,213292,203,0.0951746900962061,213292,0,0.0,213292,8,0.0037507267032987,213292,1533,0.7187330045196257,135803,96,0.0706906327547992,135803,50,0.0368180378931246,135803,3,0.0022090822735874,135803,95,0.0699542719969367,135803,0,0.0,135803,1,0.0007363607578624,135803,500,0.368180378931246
2016-08-01,217943,46,0.0211064360864996,217943,14,0.0064236979393694,217943,2,0.0009176711341956,217943,58,0.0266124628916735,217943,0,0.0,217943,2,0.0009176711341956,217943,513,0.2353826459211812,40803.0,2.0,0.0049016003725216,40803.0,1.0,0.0024508001862608,40803.0,0.0,0.0,40803.0,6.0,0.0147048011175648,40803.0,0.0,0.0,40803.0,0.0,0.0,40803.0,147.0,0.3602676273803397,43145.0,26.0,0.0602619075211496,43145.0,9.0,0.0208598910650133,43145.0,5.0,0.0115888283694518,43145.0,36.0,0.0834395642600533,43145.0,0.0,0.0,43145.0,2.0,0.0046355313477807,43145.0,278.0,0.6443388573415229,113771.0,36.0,0.0316425099542062,113771.0,26.0,0.0228529238558156,113771.0,2.0,0.0017579172196781,113771.0,40.0,0.0351583443935625,113771.0,0.0,0.0,113771.0,6.0,0.0052737516590343,113771.0,291.0,0.2557769554631672,201036,317,0.157683201018723,201036,31,0.0154201237589287,201036,3,0.0014922700411866,201036,138,0.068644421894586,201036,0,0.0,201036,39,0.0193995105354264,201036,1367,0.6799777154340516,126291,69,0.0546357222604936,126291,29,0.0229628397906422,126291,1,0.0007918220617462,126291,61,0.0483011457665233,126291,0,0.0,126291,2,0.0015836441234925,126291,531,0.420457514787277
2016-09-01,213346,11,0.0051559438658329,213346,29,0.0135929429190141,213346,3,0.0014061665088635,213346,41,0.0192176089544683,213346,7,0.0032810551873482,213346,3,0.0014061665088635,213346,174,0.0815576575140851,40479.0,0.0,0.0,40479.0,4.0,0.0098816670372291,40479.0,0.0,0.0,40479.0,6.0,0.0148225005558437,40479.0,0.0,0.0,40479.0,1.0,0.0024704167593072,40479.0,45.0,0.1111687541688283,45444.0,5.0,0.0110025525922013,45444.0,1.0,0.0022005105184402,45444.0,0.0,0.0,45444.0,13.0,0.0286066367397236,45444.0,0.0,0.0,45444.0,0.0,0.0,45444.0,64.0,0.1408326731801777,126785.0,31.0,0.0244508419765745,126785.0,10.0,0.0078873683795401,126785.0,5.0,0.00394368418977,126785.0,23.0,0.0181409472729423,126785.0,0.0,0.0,126785.0,3.0,0.002366210513862,126785.0,89.0,0.0701975785779074,218739,81,0.0370304335303718,218739,13,0.0059431559987016,218739,3,0.0013714975381619,218739,82,0.0374875993764257,218739,0,0.0,218739,8,0.0036573267684317,218739,211,0.0964619935173883,144409,48,0.0332389255517315,144409,31,0.0214668060854932,144409,7,0.0048473433096275,144409,69,0.047780955480614,144409,0,0.0,144409,0,0.0,144409,203,0.1405729559791979
2016-10-01,190237,6,0.0031539605860058,190237,6,0.0031539605860058,190237,0,0.0,190237,26,0.0136671625393588,190237,31,0.016295463027697,190237,1,0.0005256600976676,190237,52,0.0273343250787176,35675.0,2.0,0.0056061667834618,35675.0,0.0,0.0,35675.0,0.0,0.0,35675.0,3.0,0.0084092501751927,35675.0,0.0,0.0,35675.0,0.0,0.0,35675.0,27.0,0.0756832515767344,38673.0,5.0,0.0129289168153492,38673.0,4.0,0.0103431334522793,38673.0,0.0,0.0,38673.0,13.0,0.0336151837199079,38673.0,0.0,0.0,38673.0,3.0,0.0077573500892095,38673.0,40.0,0.1034313345227936,126570.0,13.0,0.0102709962866398,126570.0,2.0,0.0015801532748676,126570.0,0.0,0.0,126570.0,16.0,0.0126412261989412,126570.0,0.0,0.0,126570.0,2.0,0.0015801532748676,126570.0,36.0,0.0284427589476179,204509,64,0.0312944662582086,204509,10,0.0048897603528451,204509,0,0.0,204509,36,0.0176031372702423,204509,0,0.0,204509,3,0.0014669281058535,204509,87,0.0425409150697524,126961,10,0.0078764344956325,126961,31,0.0244169469364608,126961,0,0.0,126961,42,0.0330810248816565,126961,0,0.0,126961,4,0.003150573798253,126961,103,0.0811272753050149
2016-11-01,192636,11,0.0057102514587096,192636,19,0.0098631616104985,192636,0,0.0,192636,27,0.0140160717622874,192636,4,0.0020764550758944,192636,5,0.002595568844868,192636,78,0.0404908739799414,34133.0,0.0,0.0,34133.0,3.0,0.0087891483315266,34133.0,0.0,0.0,34133.0,3.0,0.0087891483315266,34133.0,0.0,0.0,34133.0,0.0,0.0,34133.0,16.0,0.0468754577681422,36006.0,1.0,0.0027773148919624,36006.0,2.0,0.0055546297839249,36006.0,0.0,0.0,36006.0,0.0,0.0,36006.0,0.0,0.0,36006.0,0.0,0.0,36006.0,35.0,0.0972060212186857,112873.0,1.0,0.0008859514675786,112873.0,2.0,0.0017719029351572,112873.0,0.0,0.0,112873.0,1.0,0.0008859514675786,112873.0,0.0,0.0,112873.0,0.0,0.0,112873.0,38.0,0.033666155767987,187201,33,0.0176281109609457,187201,9,0.0048076666257124,187201,0,0.0,187201,47,0.0251067034898317,187201,0,0.0,187201,0,0.0,187201,90,0.0480766662571246,112064,5,0.0044617361507709,112064,14,0.0124928612221587,112064,0,0.0,112064,9,0.0080311250713877,112064,1,0.0008923472301541,112064,0,0.0,112064,41,0.0365862364363221
